matrix_group,scale,instance_id,mode,baseline_name,candidate_name,seed_builder,initial_column_count,full_universe_column_count,full_universe_preloaded,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,official_lower_bound_source,official_lower_bound_scope,B0_direct_objective,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective,root_lp_bound,root_lp_bound_official,root_bound_le_B0_objective,pricing_round_count,final_judge_call_count,candidate_negative_count,addable_negative_count,duplicate_in_current_master_count,in_pool_not_master_count,forbidden_signature_count,branch_filtered_count,cut_filtered_count,selected_count,selected_would_enter_master_count,selected_all_would_enter_master,added_to_master_count,added_column_count,duplicate_only_count,duplicate_only_audit_status,hidden_negative_count,replacement_only_round_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,product_exact_solution_scope,product_exact_solution_count,product_exact_objective,direct_dp_fallback_used,direct_dp_fallback_count,rmp_wall_time,worker_status,diagnostic_dual_source,diagnostic_rmp_iteration_id,diagnostic_dual_fingerprint,worker_wall_time,final_judge_wall_time,time_to_first_negative,time_to_first_addable_negative,labels_generated,labels_generated_before_first_negative,labels_generated_total,labels_extended,sortie_templates,journey_labels,candidate_sequences,path_option_assignments,resource_prune_count,time_window_prune_count,dominance_prune_count,bound_prune_count,bound_check_time,dominance_time,cache_hit_count,cache_miss_count,max_queue_size,peak_label_count,worker_call_count,worker_found_negative_count,worker_found_addable_negative_count,worker_no_column_uncertified_count,worker_incomplete_count,final_judge_saved_by_worker_count,exit_reason,exact_first_step_bound_pruning_enabled,exact_first_step_bound_evaluated_count,would_prune_count_if_enabled,completion_bound_pruning_enabled,proof_tail_kernel_profile_enabled,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit,certificate_scope_regression,objective_mismatch,improvement_reason
10-scale full normalized objective,10,lunar_ice_sp50_010_002_seed729002,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1.825155,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2579.267695,88.177938994,2326.358649407,960.0,False,1743.662965,65.552801,2359.564384,668.093986,2753.04152,0.676030242,0.743414983,1.014273695,0.695931235,1.825155,1.825155,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.097402,,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_002_seed729002,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,239,239,True,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.825155,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2579.267695,88.177938994,2326.358649407,960.0,False,1743.662965,65.552801,2359.564384,668.093986,2753.04152,0.676030242,0.743414983,1.014273695,0.695931235,1.825155,1.825155,False,1.825155,True,True,1,1,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.127347,,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_002_seed729002,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,12,239,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.825155,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2579.267695,88.177938994,2326.358649407,960.0,False,1743.662965,65.552801,2359.564384,668.093986,2753.04152,0.676030242,0.743414983,1.014273695,0.695931235,1.825155,1.825155,False,1.825155,True,True,3,3,0,0,0,0,0,0,0,0,0,True,80,80,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.109677,,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_002_seed729002,B2_PRODUCT_EXACT_SOLVER,fixed_graph_direct_dp_product_exact,B2_PRODUCT_EXACT_SOLVER,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,,,1.825155,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2579.267695,88.177938994,2326.358649407,960.0,False,1743.662965,65.552801,2359.564384,668.093986,2753.04152,0.676030242,0.743414983,1.014273695,0.695931235,1.825155,1.825155,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,DIRECT_DP_FIXED_GRAPH_OPTIMAL,1,1.825155,True,1,,,,,,,,,,763,,763,0,0,239,0,3699,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,1.2e-05,,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_002_seed729002,B2A_full_universe_rc_audit_fast_path,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,239,239,True,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2a_full_universe_membership_rc_audit,BPC_NODE_LP_CERTIFIED,1.825155,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2579.267695,88.177938994,2326.358649407,960.0,False,1743.662965,65.552801,2359.564384,668.093986,2753.04152,0.676030242,0.743414983,1.014273695,0.695931235,1.825155,1.825155,False,1.825155,True,True,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,0.0,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.125216,,,,False,,,,,,False,False,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower"
10-scale full normalized objective,10,lunar_ice_sp50_010_002_seed729002,B2B_seeded_tail_CG,B1B_seeded_root_CG,B2B_seeded_tail_CG,,12,239,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.825155,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2579.267695,88.177938994,2326.358649407,960.0,False,1743.662965,65.552801,2359.564384,668.093986,2753.04152,0.676030242,0.743414983,1.014273695,0.695931235,1.825155,1.825155,False,1.825155,True,True,3,3,80,80,0,0,0,0,0,80,80,True,80,80,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,0.099535,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.412994,,,,False,,,,,,False,False,final_judge_wall_time_lower
10-scale full normalized objective,10,lunar_ice_sp50_010_002_seed729002,B2B_R2_worker_before_final_judge,B1B_seeded_root_CG,B2B_R2_worker_before_final_judge,b2b_r2_lightweight_no_full_universe_enumeration,12,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_r2_true_dual_final_judge_closure,BPC_NODE_LP_CERTIFIED,1.825155,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2579.267695,88.177938994,2326.358649407,960.0,False,1743.662965,65.552801,2359.564384,668.093986,2753.04152,0.676030242,0.743414983,1.014273695,0.695931235,1.825155,1.825155,False,1.825155,True,True,6,3,96,96,0,0,0,0,0,96,96,True,57,57,0,,34,0,True,True,0,,0,,False,0,0.004259,LOCAL_NO_COLUMN_UNCERTIFIED,master.reduced_cost_context,B2B_R2_worker_before_final_judge-root-6,deea24c43a8dbfd20764caca7f02e08a37fbe32b21117e2ed466836e39ccd3e3,0.364895,0.307787,0.036878,0.036878,5886,484,5886,60864,223752,660,1065,60864,0,0,0,0,0.0,0.0,256,92,0,763,6,3,3,3,0,3,FINAL_JUDGE_CERTIFIED_NO_NEGATIVE,False,5886,0,False,True,0.685012,,,,False,,,,,,False,False,"time_to_first_addable_negative_available,worker_found_addable_negative"
10-scale full normalized objective,10,lunar_ice_sp50_010_002_seed729002,B2B_R3_true_dual_negative_search_worker,B1B_seeded_root_CG,B2B_R3_true_dual_negative_search_worker,b2b_r3_lightweight_no_full_universe_enumeration,12,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_r3_true_dual_final_judge_closure,BPC_NODE_LP_CERTIFIED,1.825155,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2579.267695,88.177938994,2326.358649407,960.0,False,1743.662965,65.552801,2359.564384,668.093986,2753.04152,0.676030242,0.743414983,1.014273695,0.695931235,1.825155,1.825155,False,1.825155,True,True,6,3,96,96,0,0,0,0,0,96,96,True,57,57,0,,34,0,True,True,0,,0,,False,0,0.004549,LOCAL_NO_COLUMN_UNCERTIFIED,master.reduced_cost_context,B2B_R3_true_dual_negative_search_worker-root-6,f893e7344a601e22b5530fbc23ec98e90010c17ac73c798501beb6499e28a9c8,0.363275,0.304439,0.039002,0.039002,5886,484,5886,60864,223752,660,1065,60864,0,0,0,0,0.0,0.0,256,92,0,763,6,3,3,3,0,3,FINAL_JUDGE_CERTIFIED_NO_NEGATIVE,False,5886,0,False,True,0.6825,,,,False,,,,,,False,False,"time_to_first_addable_negative_available,worker_found_addable_negative"
10-scale full normalized objective,10,lunar_ice_sp50_010_002_seed729002,B2C_limited_pricing_diagnostic,diagnostic_only_no_certificate,B2C_limited_pricing_diagnostic,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.825155,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2579.267695,88.177938994,2326.358649407,960.0,False,1743.662965,65.552801,2359.564384,668.093986,2753.04152,0.676030242,0.743414983,1.014273695,0.695931235,1.825155,1.825155,False,,False,,0,0,4,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000159,,master.reduced_cost_context,B2C_limited_pricing_diagnostic-diagnostic-root,ccaf7eed01094c1298a27529a5675380367ab486a8a7fa0aeae5897a8d2e0478,0.943413,0.0,0.943413,,370,370,370,0,2396,8,6,167847,0,0,0,0,,,0,6,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,False,0.947541,B2C_limited_pricing_diagnostic: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_002_seed729002,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.825155,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2579.267695,88.177938994,2326.358649407,960.0,False,1743.662965,65.552801,2359.564384,668.093986,2753.04152,0.676030242,0.743414983,1.014273695,0.695931235,1.825155,1.825155,False,,False,,0,0,4,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000158,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,507b4fa52f8fdd3901b3f346baece00ac560906431a11c888e813f24064f507c,0.918657,0.0,0.918657,,370,370,370,0,2396,8,6,167847,0,0,0,0,,,0,6,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,0.922199,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_004_seed729004,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1.943638,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2368.053415,80.880256063,2299.295848928,960.0,False,1765.19261,64.038399,2336.376082,642.015298,2763.781442,0.745419254,0.791768005,1.016126778,0.668765935,1.943638,1.943638,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.187903,,,,False,,,,,,False,False,
10-scale full normalized objective,10,lunar_ice_sp50_010_004_seed729004,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,228,228,True,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.943638,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2368.053415,80.880256063,2299.295848928,960.0,False,1765.19261,64.038399,2336.376082,642.015298,2763.781442,0.745419254,0.791768005,1.016126778,0.668765935,1.943638,1.943638,False,1.943638,True,True,1,1,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.214517,,,,False,,,,,,False,False,
