matrix_group,scale,instance_id,mode,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,bpc_certificate_status,official_lower_bound_source,official_lower_bound_scope,best_diagnostic_bound_source,B0_direct_objective,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective,B1_root_lp_bound,root_lp_bound_official,root_lp_bound_le_direct_dp_integer_objective,root_lp_vs_direct_dp_gap,integral_root,pricing_round_count,added_column_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit,direct_root_official_leak,b1_mode,seed_mode,initial_column_count,full_universe_column_count,full_universe_preloaded
10-scale full normalized objective,10,lunar_ice_sp50_010_007_seed729007,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.988918,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2198.67171,76.06298199,2095.317287176,960.0,False,1700.924798,59.655594,2257.761078,807.939788,2663.684823,0.773614719,0.784292075,1.077527061,0.841603946,1.988918,1.988918,False,1.988918,True,True,0.0,True,1,0,True,True,0,0.424212,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,389,389,True
10-scale full normalized objective,10,lunar_ice_sp50_010_007_seed729007,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.988918,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2198.67171,76.06298199,2095.317287176,960.0,False,1700.924798,59.655594,2257.761078,807.939788,2663.684823,0.773614719,0.784292075,1.077527061,0.841603946,1.988918,1.988918,False,1.988918,True,True,0.0,True,4,150,True,True,0,0.375057,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,389,False
10-scale full normalized objective,10,lunar_ice_sp50_010_010_seed729010,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.767861,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2635.098626,86.634707382,2805.3567327,960.0,False,1742.803528,59.834701,2916.342931,800.104946,2969.175401,0.661380759,0.690655083,1.039562241,0.833442652,1.767861,1.767861,False,,False,,,,0,0,,,0,0.572272,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_010_seed729010,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.767861,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2635.098626,86.634707382,2805.3567327,960.0,False,1742.803528,59.834701,2916.342931,800.104946,2969.175401,0.661380759,0.690655083,1.039562241,0.833442652,1.767861,1.767861,False,1.767861,True,True,0.0,True,1,0,True,True,0,1.266826,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,477,477,True
10-scale full normalized objective,10,lunar_ice_sp50_010_010_seed729010,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.767861,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2635.098626,86.634707382,2805.3567327,960.0,False,1742.803528,59.834701,2916.342931,800.104946,2969.175401,0.661380759,0.690655083,1.039562241,0.833442652,1.767861,1.767861,False,1.767861,True,True,0.0,True,4,140,True,True,0,1.164467,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,477,False
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.782366,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,,False,,,,0,0,,,0,0.659663,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.782366,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,1.782366,True,True,0.0,True,1,0,True,True,0,1.433566,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,449,449,True
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.782366,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,1.782366,True,True,0.0,True,3,195,True,True,0,1.364635,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,449,False
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,2.02493,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,,False,,,,0,0,,,0,0.32238,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.02493,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,2.02493,True,True,0.0,True,1,0,True,True,0,0.748209,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,430,430,True
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.02493,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,2.02493,True,True,0.0,True,3,276,True,True,0,0.705993,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,430,False
10-scale full normalized objective,10,lunar_ice_sp50_010_016_seed729016,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.9484,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2715.026085,96.260742373,2371.78846289,960.0,False,2041.072746,74.457786,2508.934353,760.864474,3119.104273,0.751769111,0.773501057,1.057823829,0.79256716,1.9484,1.9484,False,,False,,,,0,0,,,0,0.151125,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_016_seed729016,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.9484,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2715.026085,96.260742373,2371.78846289,960.0,False,2041.072746,74.457786,2508.934353,760.864474,3119.104273,0.751769111,0.773501057,1.057823829,0.79256716,1.9484,1.9484,False,1.9484,True,True,0.0,True,1,0,True,True,0,0.351083,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,285,285,True
10-scale full normalized objective,10,lunar_ice_sp50_010_016_seed729016,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.9484,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2715.026085,96.260742373,2371.78846289,960.0,False,2041.072746,74.457786,2508.934353,760.864474,3119.104273,0.751769111,0.773501057,1.057823829,0.79256716,1.9484,1.9484,False,1.9484,True,True,0.0,True,4,129,True,True,0,0.344841,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,285,False
10-scale full normalized objective,10,lunar_ice_sp50_010_003_seed729023,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.641878,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2682.277548,96.294294485,2691.923893536,960.0,False,1608.2107,60.111922,2813.440102,780.653107,2793.698663,0.599569087,0.624252167,1.045141027,0.81318032,1.641878,1.641878,False,,False,,,,0,0,,,0,0.14251,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_003_seed729023,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.641878,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2682.277548,96.294294485,2691.923893536,960.0,False,1608.2107,60.111922,2813.440102,780.653107,2793.698663,0.599569087,0.624252167,1.045141027,0.81318032,1.641878,1.641878,False,1.634203,True,True,0.007675,False,1,0,True,True,0,0.376346,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,424,424,True
10-scale full normalized objective,10,lunar_ice_sp50_010_003_seed729023,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.641878,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2682.277548,96.294294485,2691.923893536,960.0,False,1608.2107,60.111922,2813.440102,780.653107,2793.698663,0.599569087,0.624252167,1.045141027,0.81318032,1.641878,1.641878,False,1.634203,True,True,0.007675,False,3,162,True,True,0,0.306488,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,424,False
10-scale full normalized objective,10,lunar_ice_sp50_010_014_seed729034,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,2.088113,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2491.850476,95.071146669,2763.920883921,960.0,False,2065.033193,81.366391,2788.457623,815.416176,3261.782633,0.828714729,0.855847372,1.008877511,0.84939185,2.088113,2.088113,False,,False,,,,0,0,,,0,0.275347,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_014_seed729034,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.088113,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2491.850476,95.071146669,2763.920883921,960.0,False,2065.033193,81.366391,2788.457623,815.416176,3261.782633,0.828714729,0.855847372,1.008877511,0.84939185,2.088113,2.088113,False,2.080522,True,True,0.007591,False,1,0,True,True,0,0.636294,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,310,310,True
10-scale full normalized objective,10,lunar_ice_sp50_010_014_seed729034,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,2.088113,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2491.850476,95.071146669,2763.920883921,960.0,False,2065.033193,81.366391,2788.457623,815.416176,3261.782633,0.828714729,0.855847372,1.008877511,0.84939185,2.088113,2.088113,False,2.080522,True,True,0.007591,False,4,181,True,True,0,0.620748,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,310,False
10-scale full normalized objective,10,lunar_ice_sp50_010_017_seed729037,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.859222,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2494.751074,83.349105508,2203.8751543,960.0,False,1711.958048,63.092387,2292.210038,682.216516,2691.93445,0.686223995,0.756965376,1.040081619,0.710642204,1.859222,1.859222,False,,False,,,,0,0,,,0,0.192949,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_017_seed729037,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.859222,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2494.751074,83.349105508,2203.8751543,960.0,False,1711.958048,63.092387,2292.210038,682.216516,2691.93445,0.686223995,0.756965376,1.040081619,0.710642204,1.859222,1.859222,False,1.859222,True,True,0.0,True,1,0,True,True,0,0.439655,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,269,269,True
10-scale full normalized objective,10,lunar_ice_sp50_010_017_seed729037,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.859222,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2494.751074,83.349105508,2203.8751543,960.0,False,1711.958048,63.092387,2292.210038,682.216516,2691.93445,0.686223995,0.756965376,1.040081619,0.710642204,1.859222,1.859222,False,1.859222,True,True,0.0,True,3,115,True,True,0,0.400282,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,12,269,False
10-scale full normalized objective,10,lunar_ice_sp50_010_019_seed729039,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.856235,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2517.413886,95.775102973,2513.52761044,960.0,False,1798.071538,71.036543,2515.286172,786.417521,2875.22255,0.714253444,0.741701557,1.000699639,0.819184918,1.856235,1.856235,False,,False,,,,0,0,,,0,0.148358,,,,False,,,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_019_seed729039,B1A_full_universe_root_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.856235,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2517.413886,95.775102973,2513.52761044,960.0,False,1798.071538,71.036543,2515.286172,786.417521,2875.22255,0.714253444,0.741701557,1.000699639,0.819184918,1.856235,1.856235,False,1.819162,True,True,0.037073,False,1,0,True,True,0,0.34634,,,,False,,,,,,False,B1A_full_universe_root_audit,full_universe,305,305,True
