matrix_group,scale,instance_id,mode,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,B0_direct_objective,reference_solution_upper_bound,reference_solution_upper_bound_source,direct_bound_pruning_root_bound,direct_bound_pruning_active,journey_label_bound_pruned_count,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective,B2B_R3_root_lp_bound,B3_global_lb,B3_global_ub,B3_global_gap,objective_diff_vs_B0,B3_tree_closed,BPC_TREE_OPTIMAL_count,BPC_NODE_LP_CERTIFIED_count,node_count,evaluated_node_count,open_node_count,incomplete_node_count,pruned_by_bound_count,integer_incumbent_count,branch_count,max_depth_reached,NO_FRACTIONAL_RF_PAIR_count,manual_rc_audit_pass,pricing_rc_audit_pass,branch_pricing_audit_pass,proof_debt_unreleased_count,selected_harvest_addability_fail_count,all_node_ledgers_valid,direct_dp_used_as_bpc_certificate,root_bound_gt_B0_violation,tree_incumbent_diff_vs_B0,certificate_scope_regression,manual_rc_fail,pricing_rc_fail,branch_pricing_audit_fail,proof_debt_unreleased_certified,direct_dp_certificate_leak,NO_FRACTIONAL_RF_PAIR_treated_as_integral,open_node_but_tree_optimal,incomplete_node_but_tree_optimal,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit
10-scale full normalized objective,10,lunar_ice_sp50_010_004_seed729004,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.943638,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2368.053415,80.880256063,2299.295848928,960.0,False,1765.19261,64.038399,2336.376082,642.015298,2763.781442,0.745419254,0.791768005,1.016126778,0.668765935,1.943638,1.943638,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.184967,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_004_seed729004,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.943638,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2368.053415,80.880256063,2299.295848928,960.0,False,1765.19261,64.038399,2336.376082,642.015298,2763.781442,0.745419254,0.791768005,1.016126778,0.668765935,1.943638,1.943638,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.184304,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_004_seed729004,B2B_R3_true_dual_negative_search_worker,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,1.943638,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2368.053415,80.880256063,2299.295848928,960.0,False,1765.19261,64.038399,2336.376082,642.015298,2763.781442,0.745419254,0.791768005,1.016126778,0.668765935,1.943638,1.943638,False,1.943638,,,,0.0,False,0,1,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,1.314641,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_004_seed729004,B3A_full_universe_branch_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,1.943638,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2368.053415,80.880256063,2299.295848928,960.0,False,1765.19261,64.038399,2336.376082,642.015298,2763.781442,0.745419254,0.791768005,1.016126778,0.668765935,1.943638,1.943638,False,,1.943638,,,0.0,False,0,1,1,1,0,0,0,0,0,0,0,True,True,True,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.971709,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_004_seed729004,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.943638,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2368.053415,80.880256063,2299.295848928,960.0,False,1765.19261,64.038399,2336.376082,642.015298,2763.781442,0.745419254,0.791768005,1.016126778,0.668765935,1.943638,1.943638,False,,1.943638,1.943638,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,1.683163,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_007_seed729007,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.988918,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2198.67171,76.06298199,2095.317287176,960.0,False,1700.924798,59.655594,2257.761078,807.939788,2663.684823,0.773614719,0.784292075,1.077527061,0.841603946,1.988918,1.988918,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.168772,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_007_seed729007,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.988918,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2198.67171,76.06298199,2095.317287176,960.0,False,1700.924798,59.655594,2257.761078,807.939788,2663.684823,0.773614719,0.784292075,1.077527061,0.841603946,1.988918,1.988918,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.166694,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_007_seed729007,B2B_R3_true_dual_negative_search_worker,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,1.988918,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2198.67171,76.06298199,2095.317287176,960.0,False,1700.924798,59.655594,2257.761078,807.939788,2663.684823,0.773614719,0.784292075,1.077527061,0.841603946,1.988918,1.988918,False,1.988918,,,,0.0,False,0,1,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,1.348298,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_007_seed729007,B3A_full_universe_branch_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,1.988918,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2198.67171,76.06298199,2095.317287176,960.0,False,1700.924798,59.655594,2257.761078,807.939788,2663.684823,0.773614719,0.784292075,1.077527061,0.841603946,1.988918,1.988918,False,,1.988918,,,0.0,False,0,1,1,1,0,0,0,0,0,0,0,True,True,True,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.891471,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_007_seed729007,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.988918,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2198.67171,76.06298199,2095.317287176,960.0,False,1700.924798,59.655594,2257.761078,807.939788,2663.684823,0.773614719,0.784292075,1.077527061,0.841603946,1.988918,1.988918,False,,1.988918,1.988918,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,1.708575,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_010_seed729010,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.767861,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2635.098626,86.634707382,2805.3567327,960.0,False,1742.803528,59.834701,2916.342931,800.104946,2969.175401,0.661380759,0.690655083,1.039562241,0.833442652,1.767861,1.767861,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.544406,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_010_seed729010,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.767861,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2635.098626,86.634707382,2805.3567327,960.0,False,1742.803528,59.834701,2916.342931,800.104946,2969.175401,0.661380759,0.690655083,1.039562241,0.833442652,1.767861,1.767861,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.571192,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_010_seed729010,B2B_R3_true_dual_negative_search_worker,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,1.767861,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2635.098626,86.634707382,2805.3567327,960.0,False,1742.803528,59.834701,2916.342931,800.104946,2969.175401,0.661380759,0.690655083,1.039562241,0.833442652,1.767861,1.767861,False,1.767861,,,,0.0,False,0,1,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,3.084367,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_010_seed729010,B3A_full_universe_branch_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,1.767861,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2635.098626,86.634707382,2805.3567327,960.0,False,1742.803528,59.834701,2916.342931,800.104946,2969.175401,0.661380759,0.690655083,1.039562241,0.833442652,1.767861,1.767861,False,,1.767861,,,0.0,False,0,1,1,1,0,0,0,0,0,0,0,True,True,True,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,2.375071,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_010_seed729010,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.767861,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2635.098626,86.634707382,2805.3567327,960.0,False,1742.803528,59.834701,2916.342931,800.104946,2969.175401,0.661380759,0.690655083,1.039562241,0.833442652,1.767861,1.767861,False,,1.767861,1.767861,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,4.285049,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.782366,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.644416,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.782366,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.645742,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B2B_R3_true_dual_negative_search_worker,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,1.782366,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,1.782366,,,,0.0,False,0,1,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,3.24044,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B3A_full_universe_branch_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,1.782366,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,,1.782366,,,0.0,False,0,1,1,1,0,0,0,0,0,0,0,True,True,True,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,2.478655,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_011_seed729011,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.782366,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2480.263255,95.956719157,2537.226505277,960.0,False,1675.624578,67.068396,2586.947149,776.752827,2777.471834,0.675583358,0.698944238,1.019596454,0.809117528,1.782366,1.782366,False,,1.782366,1.782366,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,4.568934,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,2.02493,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.32154,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,2.02493,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.319207,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B2B_R3_true_dual_negative_search_worker,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2.02493,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,2.02493,,,,0.0,False,0,1,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,1.915757,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B3A_full_universe_branch_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2.02493,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,,2.02493,,,0.0,False,0,1,1,1,0,0,0,0,0,0,0,True,True,True,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,1.576062,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_015_seed729015,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,2.02493,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2216.45963,76.354824446,2174.354121438,960.0,False,1761.655359,61.06623,2339.362999,718.933525,2758.466789,0.794805976,0.79976911,1.075888686,0.748889089,2.024931,2.02493,False,,2.02493,2.02493,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,2.630784,,,,False,,,,,
10-scale full normalized objective,10,lunar_ice_sp50_010_016_seed729016,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.9484,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,2715.026085,96.260742373,2371.78846289,960.0,False,2041.072746,74.457786,2508.934353,760.864474,3119.104273,0.751769111,0.773501057,1.057823829,0.79256716,1.9484,1.9484,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.154231,,,,False,,,,,
