matrix_group,scale,instance_id,mode,baseline_name,candidate_name,seed_builder,initial_column_count,full_universe_column_count,full_universe_preloaded,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,official_lower_bound_source,official_lower_bound_scope,B0_direct_objective,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective,root_lp_bound,root_lp_bound_official,root_bound_le_B0_objective,pricing_round_count,final_judge_call_count,candidate_negative_count,addable_negative_count,duplicate_in_current_master_count,in_pool_not_master_count,forbidden_signature_count,branch_filtered_count,cut_filtered_count,selected_count,selected_would_enter_master_count,selected_all_would_enter_master,added_to_master_count,added_column_count,duplicate_only_count,duplicate_only_audit_status,hidden_negative_count,replacement_only_round_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,product_exact_solution_scope,product_exact_solution_count,product_exact_objective,direct_dp_fallback_used,direct_dp_fallback_count,rmp_wall_time,worker_status,diagnostic_dual_source,diagnostic_rmp_iteration_id,diagnostic_dual_fingerprint,worker_wall_time,final_judge_wall_time,time_to_first_negative,time_to_first_addable_negative,labels_generated,labels_generated_before_first_negative,labels_generated_total,labels_extended,sortie_templates,journey_labels,candidate_sequences,path_option_assignments,resource_prune_count,time_window_prune_count,dominance_prune_count,bound_prune_count,bound_check_time,dominance_time,cache_hit_count,cache_miss_count,max_queue_size,peak_label_count,worker_call_count,worker_found_negative_count,worker_found_addable_negative_count,worker_no_column_uncertified_count,worker_incomplete_count,final_judge_saved_by_worker_count,exit_reason,exact_first_step_bound_pruning_enabled,exact_first_step_bound_evaluated_count,would_prune_count_if_enabled,completion_bound_pruning_enabled,proof_tail_kernel_profile_enabled,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit,certificate_scope_regression,objective_mismatch,improvement_reason
5-scale full normalized objective,5,lunar_ice_sp50_005_007_seed679013,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,2.140463,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1333.979087,48.336799552,1265.570346981,960.0,False,1140.865043,41.601061,1343.334187,770.97799,1719.799779,0.855234579,0.860649886,1.061445687,0.803102073,2.140463,2.140463,False,,False,,0,0,1,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000107,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,af38df7cdb5cb7f0699e4a0384e6942152483eb49234c2dcca49444ff13a590b,0.232756,0.0,0.232756,,78,78,78,0,150,2,1,46520,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,0.234055,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
5-scale full normalized objective,5,lunar_ice_sp50_005_008_seed679014,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,2.100262,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1419.086468,47.876227855,1438.87651374,960.0,False,1183.208159,40.364345,1522.988579,755.306317,1832.767936,0.833781581,0.843097855,1.058456764,0.786777414,2.100262,2.100262,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.015939,,,,False,,,,,,False,False,
5-scale full normalized objective,5,lunar_ice_sp50_005_008_seed679014,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,31,31,True,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,2.100262,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1419.086468,47.876227855,1438.87651374,960.0,False,1183.208159,40.364345,1522.988579,755.306317,1832.767936,0.833781581,0.843097855,1.058456764,0.786777414,2.100262,2.100262,False,2.100262,True,True,1,1,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.017594,,,,False,,,,,,False,False,
5-scale full normalized objective,5,lunar_ice_sp50_005_008_seed679014,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,6,31,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,2.100262,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1419.086468,47.876227855,1438.87651374,960.0,False,1183.208159,40.364345,1522.988579,755.306317,1832.767936,0.833781581,0.843097855,1.058456764,0.786777414,2.100262,2.100262,False,2.100262,True,True,4,4,0,0,0,0,0,0,0,0,0,True,15,15,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.017994,,,,False,,,,,,False,False,
5-scale full normalized objective,5,lunar_ice_sp50_005_008_seed679014,B2_PRODUCT_EXACT_SOLVER,fixed_graph_direct_dp_product_exact,B2_PRODUCT_EXACT_SOLVER,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,,,2.100262,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1419.086468,47.876227855,1438.87651374,960.0,False,1183.208159,40.364345,1522.988579,755.306317,1832.767936,0.833781581,0.843097855,1.058456764,0.786777414,2.100262,2.100262,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,DIRECT_DP_FIXED_GRAPH_OPTIMAL,1,2.100262,True,1,,,,,,,,,,131,,131,0,0,31,0,1012,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,9e-06,,,,False,,,,,,False,False,
5-scale full normalized objective,5,lunar_ice_sp50_005_008_seed679014,B2A_full_universe_rc_audit_fast_path,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,31,31,True,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2a_full_universe_membership_rc_audit,BPC_NODE_LP_CERTIFIED,2.100262,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1419.086468,47.876227855,1438.87651374,960.0,False,1183.208159,40.364345,1522.988579,755.306317,1832.767936,0.833781581,0.843097855,1.058456764,0.786777414,2.100262,2.100262,False,2.100262,True,True,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,0.0,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.017515,,,,False,,,,,,False,False,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower"
5-scale full normalized objective,5,lunar_ice_sp50_005_008_seed679014,B2B_seeded_tail_CG,B1B_seeded_root_CG,B2B_seeded_tail_CG,,6,31,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,2.100262,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1419.086468,47.876227855,1438.87651374,960.0,False,1183.208159,40.364345,1522.988579,755.306317,1832.767936,0.833781581,0.843097855,1.058456764,0.786777414,2.100262,2.100262,False,2.100262,True,True,4,4,15,15,0,0,0,0,0,15,15,True,15,15,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,0.016468,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.084856,,,,False,,,,,,False,False,final_judge_wall_time_lower
5-scale full normalized objective,5,lunar_ice_sp50_005_008_seed679014,B2B_R2_worker_before_final_judge,B1B_seeded_root_CG,B2B_R2_worker_before_final_judge,b2b_r2_lightweight_no_full_universe_enumeration,6,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_r2_true_dual_final_judge_closure,BPC_NODE_LP_CERTIFIED,2.100262,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1419.086468,47.876227855,1438.87651374,960.0,False,1183.208159,40.364345,1522.988579,755.306317,1832.767936,0.833781581,0.843097855,1.058456764,0.786777414,2.100262,2.100262,False,2.100262,True,True,6,2,36,36,0,0,0,0,0,36,36,True,15,15,0,,0,0,True,True,0,,0,,False,0,0.001718,LOCAL_NO_COLUMN_UNCERTIFIED,master.reduced_cost_context,B2B_R2_worker_before_final_judge-root-6,7a1c899ae10d966b5adb5a7a5105081c375673992eb594f5487d4ec081b4e37d,0.639253,0.03297,0.056663,0.056663,3164,433,3164,269382,16349,325,224,269382,0,0,0,0,0.0,0.0,133,29,0,597,6,5,5,1,0,4,FINAL_JUDGE_CERTIFIED_NO_NEGATIVE,False,3164,0,False,True,0.677344,,,,False,,,,,,False,False,"final_judge_call_count_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
5-scale full normalized objective,5,lunar_ice_sp50_005_008_seed679014,B2B_R3_true_dual_negative_search_worker,B1B_seeded_root_CG,B2B_R3_true_dual_negative_search_worker,b2b_r3_lightweight_no_full_universe_enumeration,6,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_r3_true_dual_final_judge_closure,BPC_NODE_LP_CERTIFIED,2.100262,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1419.086468,47.876227855,1438.87651374,960.0,False,1183.208159,40.364345,1522.988579,755.306317,1832.767936,0.833781581,0.843097855,1.058456764,0.786777414,2.100262,2.100262,False,2.100262,True,True,6,2,36,36,0,0,0,0,0,36,36,True,15,15,0,,0,0,True,True,0,,0,,False,0,0.001557,LOCAL_NO_COLUMN_UNCERTIFIED,master.reduced_cost_context,B2B_R3_true_dual_negative_search_worker-root-6,b42f82448bcca596b62b3ad435e137aee89b85cdbaefb30c3c77aaca201a40d9,0.636501,0.031831,0.057079,0.057079,3164,433,3164,269382,16349,325,224,269382,0,0,0,0,0.0,0.0,133,29,0,597,6,5,5,1,0,4,FINAL_JUDGE_CERTIFIED_NO_NEGATIVE,False,3164,0,False,True,0.673085,,,,False,,,,,,False,False,"final_judge_call_count_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
5-scale full normalized objective,5,lunar_ice_sp50_005_008_seed679014,B2C_limited_pricing_diagnostic,diagnostic_only_no_certificate,B2C_limited_pricing_diagnostic,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,2.100262,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1419.086468,47.876227855,1438.87651374,960.0,False,1183.208159,40.364345,1522.988579,755.306317,1832.767936,0.833781581,0.843097855,1.058456764,0.786777414,2.100262,2.100262,False,,False,,0,0,1,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000106,,master.reduced_cost_context,B2C_limited_pricing_diagnostic-diagnostic-root,57c81b78acd03b0256f8c7880d68d8cb56e567743c7489838e0a2d467b984542,0.205548,0.0,0.205548,,131,131,131,0,272,2,1,37174,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,False,0.207514,B2C_limited_pricing_diagnostic: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
5-scale full normalized objective,5,lunar_ice_sp50_005_008_seed679014,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,2.100262,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1419.086468,47.876227855,1438.87651374,960.0,False,1183.208159,40.364345,1522.988579,755.306317,1832.767936,0.833781581,0.843097855,1.058456764,0.786777414,2.100262,2.100262,False,,False,,0,0,1,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000114,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,5852b32ac0c6c8481c2c2f8f30ca62375094db2e1efa508fbfa0d9e02c419b79,0.207565,0.0,0.207565,,131,131,131,0,272,2,1,37174,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,0.20935,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
5-scale full normalized objective,5,lunar_ice_sp50_005_009_seed679015,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,2.096863,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1341.626386,44.644753897,1370.857981598,960.0,False,1131.284704,37.02373,1454.301551,851.590374,1750.029054,0.843218884,0.829296317,1.060869594,0.887073306,2.096863,2.096863,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.008395,,,,False,,,,,,False,False,
5-scale full normalized objective,5,lunar_ice_sp50_005_009_seed679015,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,31,31,True,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,2.096863,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1341.626386,44.644753897,1370.857981598,960.0,False,1131.284704,37.02373,1454.301551,851.590374,1750.029054,0.843218884,0.829296317,1.060869594,0.887073306,2.096863,2.096863,False,2.096863,True,True,1,1,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.008789,,,,False,,,,,,False,False,
5-scale full normalized objective,5,lunar_ice_sp50_005_009_seed679015,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,6,31,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,2.096863,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1341.626386,44.644753897,1370.857981598,960.0,False,1131.284704,37.02373,1454.301551,851.590374,1750.029054,0.843218884,0.829296317,1.060869594,0.887073306,2.096863,2.096863,False,2.096863,True,True,4,4,0,0,0,0,0,0,0,0,0,True,19,19,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.009902,,,,False,,,,,,False,False,
5-scale full normalized objective,5,lunar_ice_sp50_005_009_seed679015,B2_PRODUCT_EXACT_SOLVER,fixed_graph_direct_dp_product_exact,B2_PRODUCT_EXACT_SOLVER,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,,,2.096863,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1341.626386,44.644753897,1370.857981598,960.0,False,1131.284704,37.02373,1454.301551,851.590374,1750.029054,0.843218884,0.829296317,1.060869594,0.887073306,2.096863,2.096863,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,DIRECT_DP_FIXED_GRAPH_OPTIMAL,1,2.096863,True,1,,,,,,,,,,47,,47,0,0,31,0,369,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,9e-06,,,,False,,,,,,False,False,
5-scale full normalized objective,5,lunar_ice_sp50_005_009_seed679015,B2A_full_universe_rc_audit_fast_path,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,31,31,True,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2a_full_universe_membership_rc_audit,BPC_NODE_LP_CERTIFIED,2.096863,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1341.626386,44.644753897,1370.857981598,960.0,False,1131.284704,37.02373,1454.301551,851.590374,1750.029054,0.843218884,0.829296317,1.060869594,0.887073306,2.096863,2.096863,False,2.096863,True,True,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,0.0,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.009215,,,,False,,,,,,False,False,"final_judge_call_count_lower,final_judge_wall_time_lower"
5-scale full normalized objective,5,lunar_ice_sp50_005_009_seed679015,B2B_seeded_tail_CG,B1B_seeded_root_CG,B2B_seeded_tail_CG,,6,31,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,2.096863,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1341.626386,44.644753897,1370.857981598,960.0,False,1131.284704,37.02373,1454.301551,851.590374,1750.029054,0.843218884,0.829296317,1.060869594,0.887073306,2.096863,2.096863,False,2.096863,True,True,4,4,19,19,0,0,0,0,0,19,19,True,19,19,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,0.007576,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.040677,,,,False,,,,,,False,False,final_judge_wall_time_lower
5-scale full normalized objective,5,lunar_ice_sp50_005_009_seed679015,B2B_R2_worker_before_final_judge,B1B_seeded_root_CG,B2B_R2_worker_before_final_judge,b2b_r2_lightweight_no_full_universe_enumeration,6,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_r2_true_dual_final_judge_closure,BPC_NODE_LP_CERTIFIED,2.096863,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1341.626386,44.644753897,1370.857981598,960.0,False,1131.284704,37.02373,1454.301551,851.590374,1750.029054,0.843218884,0.829296317,1.060869594,0.887073306,2.096863,2.096863,False,2.096863,True,True,4,1,39,39,0,0,0,0,0,39,39,True,13,13,0,,0,0,True,True,0,,0,,False,0,0.000929,FOUND_NEGATIVE,master.reduced_cost_context,B2B_R2_worker_before_final_judge-root-4,f345382f4690308be56f6b38c03fc31f81b535a2162e8b002c6b61801cb9ace6,0.320496,0.007596,0.024477,0.024477,926,213,926,177228,5638,210,136,177228,0,0,0,0,0.0,0.0,78,27,0,240,4,4,4,0,0,3,FINAL_JUDGE_CERTIFIED_NO_NEGATIVE,False,926,0,False,True,0.331483,,,,False,,,,,,False,False,"final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
5-scale full normalized objective,5,lunar_ice_sp50_005_009_seed679015,B2B_R3_true_dual_negative_search_worker,B1B_seeded_root_CG,B2B_R3_true_dual_negative_search_worker,b2b_r3_lightweight_no_full_universe_enumeration,6,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b2b_r3_true_dual_final_judge_closure,BPC_NODE_LP_CERTIFIED,2.096863,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1341.626386,44.644753897,1370.857981598,960.0,False,1131.284704,37.02373,1454.301551,851.590374,1750.029054,0.843218884,0.829296317,1.060869594,0.887073306,2.096863,2.096863,False,2.096863,True,True,4,1,39,39,0,0,0,0,0,39,39,True,13,13,0,,0,0,True,True,0,,0,,False,0,0.000997,FOUND_NEGATIVE,master.reduced_cost_context,B2B_R3_true_dual_negative_search_worker-root-4,7ba2840f349b671a3573f8e064a53a099defd8970b649e6ed0abadb31da74046,0.325528,0.007336,0.025172,0.025172,926,213,926,177228,5638,210,136,177228,0,0,0,0,0.0,0.0,78,27,0,240,4,4,4,0,0,3,FINAL_JUDGE_CERTIFIED_NO_NEGATIVE,False,926,0,False,True,0.337068,,,,False,,,,,,False,False,"final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
5-scale full normalized objective,5,lunar_ice_sp50_005_009_seed679015,B2C_limited_pricing_diagnostic,diagnostic_only_no_certificate,B2C_limited_pricing_diagnostic,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,2.096863,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1341.626386,44.644753897,1370.857981598,960.0,False,1131.284704,37.02373,1454.301551,851.590374,1750.029054,0.843218884,0.829296317,1.060869594,0.887073306,2.096863,2.096863,False,,False,,0,0,1,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000101,,master.reduced_cost_context,B2C_limited_pricing_diagnostic-diagnostic-root,92c567abb4ab805e047c904774cc01d2e0ee505fea80d9f64578898a821aca3a,0.190406,0.0,0.190406,,47,47,47,0,108,2,1,39625,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,False,0.191791,B2C_limited_pricing_diagnostic: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
5-scale full normalized objective,5,lunar_ice_sp50_005_009_seed679015,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,2.096863,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1341.626386,44.644753897,1370.857981598,960.0,False,1131.284704,37.02373,1454.301551,851.590374,1750.029054,0.843218884,0.829296317,1.060869594,0.887073306,2.096863,2.096863,False,,False,,0,0,1,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,9.9e-05,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,d7b73b3d201e913b96ec4b5e2a7440c8b100e1bf5d7a1d5c1c8176b41283ba25,0.190044,0.0,0.190044,,47,47,47,0,108,2,1,39625,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,0.19133,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
5-scale full normalized objective,5,lunar_ice_sp50_005_010_seed679016,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,2.204695,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1118.676065,40.826546388,1182.201927245,960.0,False,966.565595,36.849574,1294.749056,630.029506,1521.314791,0.864026348,0.902588567,1.095201273,0.656280735,2.204695,2.204695,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.014206,,,,False,,,,,,False,False,
5-scale full normalized objective,5,lunar_ice_sp50_005_010_seed679016,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,31,31,True,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,2.204695,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1118.676065,40.826546388,1182.201927245,960.0,False,966.565595,36.849574,1294.749056,630.029506,1521.314791,0.864026348,0.902588567,1.095201273,0.656280735,2.204695,2.204695,False,2.204695,True,True,1,1,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.015465,,,,False,,,,,,False,False,
5-scale full normalized objective,5,lunar_ice_sp50_005_010_seed679016,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,6,31,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,2.204695,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1118.676065,40.826546388,1182.201927245,960.0,False,966.565595,36.849574,1294.749056,630.029506,1521.314791,0.864026348,0.902588567,1.095201273,0.656280735,2.204695,2.204695,False,2.204695,True,True,3,3,0,0,0,0,0,0,0,0,0,True,15,15,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,0.015302,,,,False,,,,,,False,False,
