matrix_group,scale,instance_id,mode,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,B0_direct_objective,reference_solution_upper_bound,reference_solution_upper_bound_source,direct_bound_pruning_root_bound,direct_bound_pruning_active,journey_label_bound_pruned_count,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective,B2B_R3_root_lp_bound,B3_global_lb,B3_global_ub,B3_global_gap,objective_diff_vs_B0,B3_tree_closed,BPC_TREE_OPTIMAL_count,BPC_NODE_LP_CERTIFIED_count,node_count,evaluated_node_count,open_node_count,incomplete_node_count,pruned_by_bound_count,integer_incumbent_count,branch_count,max_depth_reached,NO_FRACTIONAL_RF_PAIR_count,manual_rc_audit_pass,pricing_rc_audit_pass,branch_pricing_audit_pass,proof_debt_unreleased_count,selected_harvest_addability_fail_count,all_node_ledgers_valid,direct_dp_used_as_bpc_certificate,root_bound_gt_B0_violation,tree_incumbent_diff_vs_B0,certificate_scope_regression,manual_rc_fail,pricing_rc_fail,branch_pricing_audit_fail,proof_debt_unreleased_certified,direct_dp_certificate_leak,NO_FRACTIONAL_RF_PAIR_treated_as_integral,open_node_but_tree_optimal,incomplete_node_but_tree_optimal,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit
5-scale full normalized objective,5,lunar_ice_sp50_005_003_seed679005,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,2.202702,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1269.378111,39.315689186,1179.181751243,960.0,False,1120.874421,35.027708,1263.954706,666.064613,1661.484011,0.883010674,0.890934605,1.071891339,0.693817305,2.202702,2.202702,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.013534,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_003_seed679005,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,2.202702,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1269.378111,39.315689186,1179.181751243,960.0,False,1120.874421,35.027708,1263.954706,666.064613,1661.484011,0.883010674,0.890934605,1.071891339,0.693817305,2.202702,2.202702,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.012363,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_003_seed679005,B2B_R3_true_dual_negative_search_worker,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2.202702,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1269.378111,39.315689186,1179.181751243,960.0,False,1120.874421,35.027708,1263.954706,666.064613,1661.484011,0.883010674,0.890934605,1.071891339,0.693817305,2.202702,2.202702,False,2.202702,,,,0.0,False,0,1,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.265676,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_003_seed679005,B3A_full_universe_branch_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2.202702,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1269.378111,39.315689186,1179.181751243,960.0,False,1120.874421,35.027708,1263.954706,666.064613,1661.484011,0.883010674,0.890934605,1.071891339,0.693817305,2.202702,2.202702,False,,2.202702,,,0.0,False,0,1,1,1,0,0,0,0,0,0,0,True,True,True,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.276084,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_003_seed679005,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,2.202702,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1269.378111,39.315689186,1179.181751243,960.0,False,1120.874421,35.027708,1263.954706,666.064613,1661.484011,0.883010674,0.890934605,1.071891339,0.693817305,2.202702,2.202702,False,,2.202702,2.202702,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.294638,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_005_seed679011,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,2.155459,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1202.786599,40.265606886,1049.279719233,960.0,False,1062.776221,33.826583,1132.638348,686.383845,1549.658143,0.883594997,0.840086258,1.079443667,0.714983172,2.155459,2.155459,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.009199,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_005_seed679011,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,2.155459,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1202.786599,40.265606886,1049.279719233,960.0,False,1062.776221,33.826583,1132.638348,686.383845,1549.658143,0.883594997,0.840086258,1.079443667,0.714983172,2.155459,2.155459,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.009416,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_005_seed679011,B2B_R3_true_dual_negative_search_worker,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2.155459,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1202.786599,40.265606886,1049.279719233,960.0,False,1062.776221,33.826583,1132.638348,686.383845,1549.658143,0.883594997,0.840086258,1.079443667,0.714983172,2.155459,2.155459,False,2.155459,,,,0.0,False,0,1,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.344473,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_005_seed679011,B3A_full_universe_branch_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2.155459,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1202.786599,40.265606886,1049.279719233,960.0,False,1062.776221,33.826583,1132.638348,686.383845,1549.658143,0.883594997,0.840086258,1.079443667,0.714983172,2.155459,2.155459,False,,2.155459,,,0.0,False,0,1,1,1,0,0,0,0,0,0,0,True,True,True,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.261151,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_005_seed679011,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,2.155459,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1202.786599,40.265606886,1049.279719233,960.0,False,1062.776221,33.826583,1132.638348,686.383845,1549.658143,0.883594997,0.840086258,1.079443667,0.714983172,2.155459,2.155459,False,,2.155459,2.155459,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.358516,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_007_seed679013,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,2.140463,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1333.979087,48.336799552,1265.570346981,960.0,False,1140.865043,41.601061,1343.334187,770.97799,1719.799779,0.855234579,0.860649886,1.061445687,0.803102073,2.140463,2.140463,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.009374,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_007_seed679013,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,2.140463,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1333.979087,48.336799552,1265.570346981,960.0,False,1140.865043,41.601061,1343.334187,770.97799,1719.799779,0.855234579,0.860649886,1.061445687,0.803102073,2.140463,2.140463,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.008653,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_007_seed679013,B2B_R3_true_dual_negative_search_worker,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2.140463,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1333.979087,48.336799552,1265.570346981,960.0,False,1140.865043,41.601061,1343.334187,770.97799,1719.799779,0.855234579,0.860649886,1.061445687,0.803102073,2.140463,2.140463,False,2.140463,,,,0.0,False,0,1,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.3957,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_007_seed679013,B3A_full_universe_branch_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2.140463,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1333.979087,48.336799552,1265.570346981,960.0,False,1140.865043,41.601061,1343.334187,770.97799,1719.799779,0.855234579,0.860649886,1.061445687,0.803102073,2.140463,2.140463,False,,2.140463,,,0.0,False,0,1,1,1,0,0,0,0,0,0,0,True,True,True,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.384743,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_007_seed679013,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,2.140463,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1333.979087,48.336799552,1265.570346981,960.0,False,1140.865043,41.601061,1343.334187,770.97799,1719.799779,0.855234579,0.860649886,1.061445687,0.803102073,2.140463,2.140463,False,,2.140463,2.140463,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.411447,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_008_seed679014,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,2.100262,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1419.086468,47.876227855,1438.87651374,960.0,False,1183.208159,40.364345,1522.988579,755.306317,1832.767936,0.833781581,0.843097855,1.058456764,0.786777414,2.100262,2.100262,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.016678,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_008_seed679014,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,2.100262,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1419.086468,47.876227855,1438.87651374,960.0,False,1183.208159,40.364345,1522.988579,755.306317,1832.767936,0.833781581,0.843097855,1.058456764,0.786777414,2.100262,2.100262,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.017335,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_008_seed679014,B2B_R3_true_dual_negative_search_worker,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2.100262,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1419.086468,47.876227855,1438.87651374,960.0,False,1183.208159,40.364345,1522.988579,755.306317,1832.767936,0.833781581,0.843097855,1.058456764,0.786777414,2.100262,2.100262,False,2.100262,,,,0.0,False,0,1,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.691181,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_008_seed679014,B3A_full_universe_branch_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2.100262,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1419.086468,47.876227855,1438.87651374,960.0,False,1183.208159,40.364345,1522.988579,755.306317,1832.767936,0.833781581,0.843097855,1.058456764,0.786777414,2.100262,2.100262,False,,2.100262,,,0.0,False,0,1,1,1,0,0,0,0,0,0,0,True,True,True,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.416489,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_008_seed679014,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,2.100262,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1419.086468,47.876227855,1438.87651374,960.0,False,1183.208159,40.364345,1522.988579,755.306317,1832.767936,0.833781581,0.843097855,1.058456764,0.786777414,2.100262,2.100262,False,,2.100262,2.100262,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.729114,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_009_seed679015,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,2.096863,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1341.626386,44.644753897,1370.857981598,960.0,False,1131.284704,37.02373,1454.301551,851.590374,1750.029054,0.843218884,0.829296317,1.060869594,0.887073306,2.096863,2.096863,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.009252,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_009_seed679015,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,2.096863,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1341.626386,44.644753897,1370.857981598,960.0,False,1131.284704,37.02373,1454.301551,851.590374,1750.029054,0.843218884,0.829296317,1.060869594,0.887073306,2.096863,2.096863,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.008931,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_009_seed679015,B2B_R3_true_dual_negative_search_worker,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2.096863,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1341.626386,44.644753897,1370.857981598,960.0,False,1131.284704,37.02373,1454.301551,851.590374,1750.029054,0.843218884,0.829296317,1.060869594,0.887073306,2.096863,2.096863,False,2.096863,,,,0.0,False,0,1,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.348851,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_009_seed679015,B3A_full_universe_branch_audit,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2.096863,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1341.626386,44.644753897,1370.857981598,960.0,False,1131.284704,37.02373,1454.301551,851.590374,1750.029054,0.843218884,0.829296317,1.060869594,0.887073306,2.096863,2.096863,False,,2.096863,,,0.0,False,0,1,1,1,0,0,0,0,0,0,0,True,True,True,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.353671,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_009_seed679015,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,2.096863,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1341.626386,44.644753897,1370.857981598,960.0,False,1131.284704,37.02373,1454.301551,851.590374,1750.029054,0.843218884,0.829296317,1.060869594,0.887073306,2.096863,2.096863,False,,2.096863,2.096863,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0.364088,,,,False,,,,,
5-scale full normalized objective,5,lunar_ice_sp50_005_010_seed679016,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,2.204695,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,1118.676065,40.826546388,1182.201927245,960.0,False,966.565595,36.849574,1294.749056,630.029506,1521.314791,0.864026348,0.902588567,1.095201273,0.656280735,2.204695,2.204695,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.015158,,,,False,,,,,
